Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2004-08-19,2.492180585861206,2.5845756286121926,2.3833927177534813,2.483736420885526,893181924
2004-08-20,2.690134286880493,2.709259725371138,2.4961548630046986,2.508822176838228,456686856
2004-08-23,2.717207193374634,2.8185435563368904,2.7085140934436494,2.7507379921148813,365122512
2004-08-24,2.6046931743621826,2.7718492862167676,2.572405161878556,2.762907724697674,304946748
2004-08-25,2.632760524749756,2.6824352159139915,2.580105470430996,2.6069296853443533,183772044
2004-08-26,2.680199146270752,2.681192758442764,2.5994780366251398,2.606680600876557,141897960
2004-08-27,2.6364853382110596,2.6978339665622775,2.6250608099331725,2.684918428494022,124235640
2004-08-30,2.5336596965789795,2.6200935520992212,2.5336596965789795,2.614877975060048,103935960
2004-08-31,2.542600631713867,2.57588225987394,2.5373850554790387,2.540861869671604,98357544
2004-09-01,2.489945411682129,2.557502985477289,2.4755393384604276,2.55079663657492,182765052
2004-09-02,2.521240234375,2.5426006469681823,2.4574084053057876,2.463617593692112,302373324
2004-09-03,2.4839847087860107,2.526953050986558,2.466846259800643,2.507331399830005,103048848
2004-09-07,2.522979259490967,2.5334113596335484,2.4740499507085345,2.508822119189502,116950932
2004-09-08,2.540862560272217,2.5589934425055705,2.496155208854273,2.502116173267951,99712188
2004-09-09,2.541110038757324,2.5510449774508652,2.5085740314798244,2.54657478745778,81234684
2004-09-10,2.616119146347046,2.6466693465639235,2.516024380910082,2.523476116745485,173977848
2004-09-13,2.670016288757324,2.6926185407987595,2.64418544780655,2.6484074122832744,156882960
2004-09-14,2.7691173553466797,2.781784668121256,2.6523812957593176,2.6687745949896304,216579204
2004-09-15,2.7817845344543457,2.837171961726561,2.737077195116372,2.7460187576362287,214261524
2004-09-16,2.830714225769043,2.8761667212638846,2.7730915774447054,2.7902290816419906,185326488
2004-09-17,2.9181416034698486,2.9181416034698486,2.820282986106447,2.841890679942553,189450360
2004-09-20,2.964587450027466,3.0202228672811917,2.9002584590141556,2.904729595304946,212575212
2004-09-21,2.9268345832824707,2.9909153465104477,2.9186384074514207,2.975763885978008,144575280
2004-09-22,2.940246343612671,2.9722873194728017,2.901251975517025,2.9159062762743235,151624224
2004-09-23,3.000850200653076,3.04580552695513,2.906467228884901,2.951671727254667,170713116
2004-09-24,2.9762611389160156,3.0823168699369887,2.974522376844617,3.0038307401920843,182469348
2004-09-27,2.9372658729553223,3.0023400146958057,2.9258411079986772,2.9695548365772253,141322536
2004-09-28,3.1508677005767822,3.1642794524540827,2.985698798258223,3.0127721839772974,338581080
2004-09-29,3.255681276321411,3.353540839313331,3.1352204074781462,3.1468941086660935,610329060
2004-09-30,3.218921661376953,3.2859830272326547,3.2040193722619024,3.2263733975111304,275160564
2004-10-01,3.2929375171661377,3.3341670988494236,3.2015360807227546,3.2487266256523477,302497200
2004-10-04,3.354534149169922,3.399489480934348,3.32895153392042,3.359253511299344,260455284
2004-10-05,3.4367458820343018,3.4407198573703504,3.2844922716587877,3.3445990627201807,299464236
2004-10-06,3.404705047607422,3.43873301145352,3.377880831298679,3.4163789851631123,267628104
2004-10-07,3.448667526245117,3.4742501382746886,3.3915411030383407,3.400730654042562,282301416
2004-10-08,3.4208498001098633,3.4692819416481604,3.4032151375928845,3.445438090890541,221390388
2004-10-11,3.359501600265503,3.4489160456385233,3.3244812087038986,3.4027179314614733,209442348
2004-10-12,3.4126529693603516,3.417869729103067,3.3133035827151986,3.3391344232429385,233310456
2004-10-13,3.499584197998047,3.5654027818040923,3.479218106254288,3.5596909907284084,395324280
2004-10-14,3.5269060134887695,3.536343554979813,3.4414645899780387,3.50231677279724,208842948
2004-10-15,3.5793113708496094,3.6138355456147058,3.525662707194835,3.599678643897275,263895840
2004-10-18,3.7047410011291504,3.7057343766503723,3.50728383490469,3.5567105377980424,280726992
2004-10-19,3.6744391918182373,3.785214055411076,3.6597848908543233,3.738022800244137,362197440
2004-10-20,3.489400625228882,3.700517513679335,3.467294827398903,3.6766736637929096,454453092
2004-10-21,3.710204601287842,3.7288326392886657,3.5174668074816258,3.586515157784773,582996420
2004-10-22,4.282706260681152,4.474947864337886,4.075314141133805,4.235763939727971,1474200324
2004-10-25,4.654521942138672,4.829128399804525,4.285686665228776,4.381310065006793,1309257432
2004-10-26,4.515432834625244,4.78466931850655,4.470725728781062,4.628193974790574,891391716
2004-10-27,4.6190032958984375,4.707176126096597,4.5146865779454215,4.5382824373404045,533725740
2004-10-28,4.801061630249023,4.828135018292416,4.60981483092925,4.636638810248053,593278128
2004-10-29,4.734994888305664,4.966230854109775,4.73400151274519,4.939902852297154,845653500
2004-11-01,4.868867874145508,4.909601475125893,4.750642466211154,4.807271494821702,488507004
2004-11-02,4.840056896209717,4.9488440588693905,4.802054957752929,4.937170121586848,453398148
2004-11-03,4.7605767250061035,5.007211154818849,4.7377262512838865,4.922266909909055,554992452
2004-11-04,4.587460517883301,4.729033813019946,4.5539299507971105,4.6803527301379875,575807616
2004-11-05,4.206206798553467,4.527850320577937,4.186336922985221,4.519902370350638,792530676
2004-11-08,4.28568696975708,4.357466521926258,4.207449292916572,4.245450761239434,447224328
2004-11-09,4.190062999725342,4.351505209787099,4.104870758491352,4.3241843077633515,442125432
2004-11-10,4.169199466705322,4.284940717526102,4.131197532797597,4.238991780278587,425334240
2004-11-11,4.54573392868042,4.563865044170618,4.161996117327912,4.200742497122175,598820580
2004-11-12,4.520400524139404,4.714131961652197,4.406147655672043,4.6006244798528115,669174156
2004-11-15,4.5916829109191895,4.677372084496884,4.439678463713265,4.4819023682395205,475583940
2004-11-16,4.285438537597656,4.457560840932205,4.242966173493613,4.408631772608699,835859304
2004-11-17,4.284444808959961,4.408631896230029,4.1975138005447805,4.1980111982084125,724590684
2004-11-18,4.161252021789551,4.332132491304092,4.116295507981716,4.2295545171554005,664518816
2004-11-19,4.207448482513428,4.221854555877834,4.1359169330805585,4.199997456920483,350421228
2004-11-22,4.100648403167725,4.209932959972341,4.006514834166325,4.08500096424295,494233272
2004-11-23,4.160754203796387,4.242965841434504,4.135420527198963,4.171930742307965,496035468
2004-11-24,4.340577125549316,4.401429544267155,4.284693477832781,4.342067898828115,610628760
2004-11-26,4.4555745124816895,4.471470415281053,4.354485884461443,4.366407811560966,258944796
2004-11-29,4.4968037605285645,4.543994536001314,4.408879386514591,4.4796664962462796,426237336
2004-11-30,4.519902229309082,4.5452368522869975,4.47693389094304,4.488358891565283,307692000
2004-12-01,4.469731330871582,4.532818006406997,4.459547694585772,4.519156846214312,314249436
2004-12-02,4.455822467803955,4.508229538159539,4.434710751636745,4.468241319245229,250185564
2004-12-03,4.4806599617004395,4.497052313054213,4.411114688175433,4.469482476517732,234533232
2004-12-06,4.3785786628723145,4.4881107348229365,4.3718720767807735,4.44911636879284,249909840
2004-12-07,4.25786828994751,4.376342151663802,4.2360111911418885,4.371374801302989,274561164
2004-12-08,4.221855163574219,4.313752578898804,4.190807799350803,4.231044479171464,301370328
2004-12-09,4.3075432777404785,4.30928251314964,4.184350512456899,4.228561166665777,305853840
2004-12-10,4.263333797454834,4.343557750553782,4.254392470560151,4.307543507499127,172515312
2004-12-13,4.233528137207031,4.301334175742911,4.208689964750909,4.276248487630393,192551256
2004-12-14,4.438188552856445,4.441417141735702,4.212416389798342,4.247188793684954,443092464
2004-12-15,4.465260982513428,4.487862997651911,4.387768223963959,4.4208018655876895,458381160
2004-12-16,4.3830485343933105,4.482895311678462,4.370133233353799,4.3949704599516215,342569088
2004-12-17,4.472712516784668,4.483143670088922,4.38503612001745,4.390251460038905,295152552
2004-12-20,4.595408916473389,4.680849636992696,4.517171234496554,4.52040077030561,392986620
2004-12-21,4.563864707946777,4.666443624233635,4.555172317414684,4.627448311843321,220431348
2004-12-22,4.627200126647949,4.640861288520856,4.545485876966669,4.567590494426582,156123720
2004-12-23,4.666940212249756,4.684326888632345,4.6197499007973875,4.655763671625573,144439416
2004-12-27,4.766539096832275,4.801062094922428,4.696745347667166,4.697986712274216,243919836
2004-12-28,4.787650108337402,4.8072719975772324,4.744184365266717,4.771506216830948,165666168
2004-12-29,4.791126251220703,4.8065261744710925,4.763308424277414,4.763308424277414,107016876
2004-12-30,4.907862186431885,4.923510098226555,4.765047542149816,4.792865368407345,235935828
2004-12-31,4.788395404815674,4.964491694139626,4.782682667048758,4.948347802937155,306433260
2005-01-03,5.034781455993652,5.057879920757812,4.854709786835953,4.902894887128183,633134232
2005-01-04,4.830865859985352,5.040245179022976,4.80553265571074,5.002244189457802,549685764
2005-01-05,4.806278228759766,4.890475677136839,4.774486426252988,4.804787455598274,329134536
2005-01-06,4.683084011077881,4.865638411877565,4.66246969461347,4.845272557604802,415068516
2005-01-07,4.814722537994385,4.824657713694077,4.68879715571581,4.734995036490409,386129484
2005-01-10,4.844775199890137,4.920280730878428,4.764551253528227,4.83086604965637,301282416
2005-01-11,4.8070220947265625,4.910594859417317,4.798080768774411,4.858683772716444,278069652
2005-01-12,4.852722644805908,4.866383331422364,4.731516646954971,4.826643582412013,326784888
2005-01-13,4.851480484008789,4.90264617650038,4.8196886869185676,4.852722321503799,273702024
2005-01-14,4.966726779937744,4.967720628749143,4.821676912220648,4.868122780006728,385226388
